experiment

dia 0  //3 contralateral

espesor 100 //um

rata 1

area de lesion 0 //um2

celulas
x(um)	y(um)	Tipo	Pb
1882.444333	1077
1890	1058.777667
1899.333333	1043.666667
1896.222333	1023.666667

limite vasos
x(um)	y(um)	
1918	985
1919.333333	966.3333333
1916.666667	946.3333333
1918	925.4443333
1916.222333	904.5556667
1917.555667	892.5556667
1924.666667	879.6666667
1916.666667	869.889
1909.555667	866.3333333
1894.889	881
1884.666667	897
1874.889	913
1871.777667	921.4443333
1870.444333	935.6666667
1885.111	945.4443333
1899.333333	952.111
1901.111	971.6666667
1908.222333	987.6666667

limite vasos
x(um)	y(um)	
1854.889	1041.889
1854	1015.222333
1846.444333	1010.777667
1825.555667	1017.444333
1822.444333	1035.666667
1831.333333	1045.889
1845.555667	1051.666667

limite vasos
x(um)	y(um)	
1968.666667	894
1967.333333	908.2223333
1968.222333	931.3333333
1966	952.6666667
1964.666667	975.7776667
1961.555667	994.889
1965.111	1017.555667
1966	1031.777667
1970	1052.222333
1966.889	1072.222333
1968.666667	1089.555667
1968.666667	1114.444333
1969.111	1129.111
1974.889	1136.222333
1970.889	1123.777667
1974.889	1106.444333
1970.444333	1092.222333
1974.444333	1077.555667
1976.666667	1061.555667
1974.889	1030.889
1974.444333	993.5556667
1975.333333	965.5556667
1973.555667	942.889
1978	928.2223333
1977.555667	914.5556667
1974.889	891.4443333

limite vasos
x(um)	y(um)	
2051.333333	953.2223333
2051.777667	934.5556667
2045.555667	925.2223333
2035.777667	908.7776667
2022	909.2223333
2014.889	920.3333333
2010	939.889
2020.222333	952.7776667
2027.333333	960.3333333
2042	962.5556667

limite vasos
x(um)	y(um)	
2126	875.4443333
2121.111	863.889
2097.555667	862.111
2089.555667	872.7776667
2099.333333	889.2223333
2117.555667	887.889

limite vasos
x(um)	y(um)	
2147.333333	1004.777667
2116.666667	1004.333333
2106.444333	1023.444333
2116.222333	1047.444333
2135.333333	1048.333333
2165.555667	1067
2190.889	1085.666667
2200.222333	1075
2195.777667	1058.555667
2183.777667	1041.222333
2174	1024.777667
2166.444333	1016.777667

limite vasos
x(um)	y(um)	
2091.222333	1073.777667
2077	1080.444333
2071.222333	1088
2063.666667	1107.111
2060.555667	1130.666667
2061.889	1150.666667
2070.333333	1168.444333
2086.333333	1180.444333
2105.889	1184.444333
2113	1165.333333
2112.111	1142.666667
2106.777667	1116.444333
2106.777667	1094.222333
2099.222333	1081.333333

limite vasos
x(um)	y(um)	
2223.666667	1024
2220.111	1010.222333
2205	1001.333333
2196.111	1005.777667
2193	1022.222333
2204.555667	1033.777667
2219.666667	1032

limite vasos
x(um)	y(um)	
2113.111	1217.666667
2107.777667	1225.666667
2099.777667	1231
2106	1241.222333
2114.889	1234.111
2124.222333	1225.222333
2137.555667	1221.666667
2149.111	1204.777667
2144.666667	1190.555667
2134	1190.555667
2115.333333	1200.333333

limite vasos
x(um)	y(um)	
2035.777667	1219.444333
2036.222333	1211.889
2028.666667	1197.666667
2016.222333	1191.444333
1995.777667	1195.444333
1989.555667	1208.333333
2001.111	1230.111
2009.555667	1233.666667
2030.889	1234.555667

limite vasos
x(um)	y(um)	
1990	1287.889
1979.333333	1267
1954.889	1275.444333
1947.333333	1285.666667
1945.555667	1303.444333
1957.111	1322.555667
1974.444333	1316.333333
1983.333333	1308.333333

limite vasos
x(um)	y(um)	
1885.555667	1217.666667
1891.777667	1207.889
1883.777667	1190.555667
1871.777667	1188.777667
1855.333333	1203.444333
1860.222333	1217.666667
1865.555667	1231
1878	1232.777667

limite vasos
x(um)	y(um)	
1815.777667	1201.666667
1814.444333	1189.222333
1806	1186.555667
1795.333333	1196.333333
1795.333333	1212.777667
1806.889	1215.444333

limite vasos
x(um)	y(um)	
1763.777667	1314
1761.555667	1301.555667
1762.444333	1286
1743.777667	1294.444333
1738.889	1304.666667
1747.333333	1315.333333

limite vasos
x(um)	y(um)	
1945.555667	1366
1942.889	1384.222333
1946	1410
1966.889	1418.444333
1985.555667	1406.444333
1994.444333	1383.777667
1982.889	1357.555667
1966.889	1359.777667

limite vasos
x(um)	y(um)	
1889.555667	1298
1889.111	1317.111
1896.222333	1330
1918.889	1327.777667
1918.889	1313.111
1916.222333	1295.333333
1899.777667	1293.111

limite vasos
x(um)	y(um)	
